CGPA,Internships,Projects,Workshops/Certifications,AptitudeTestScore,SoftSkillsRating,SSC_Marks,HSC_Marks,ExtracurricularActivities_Yes,PlacementTraining_Yes,PlacementStatus_Placed
6.7,1,2,1,68,4.6,72,68,0,1,0
7.7,2,1,0,75,4.4,81,82,1,0,0
7.6,0,1,1,73,4.4,70,67,0,1,0
8.6,2,3,2,87,4.8,77,82,1,1,1
7.5,1,2,0,77,4.3,55,74,0,0,0
8.4,2,2,2,73,4.8,78,82,1,0,1
8.1,2,3,2,84,4.6,78,84,1,1,1
6.5,1,2,0,78,4.6,62,57,0,1,0
8.9,2,3,2,90,4.8,79,87,1,1,1
7.5,2,2,0,73,4.4,86,74,1,1,1
8.7,2,3,2,90,4.8,75,88,1,1,1
7.4,2,3,2,84,4.8,82,80,1,1,0
7.8,1,1,1,66,3.4,55,69,0,0,1
8.3,1,3,1,84,4.6,75,82,1,1,0
8.3,1,2,2,85,4.6,72,88,1,1,1
7.6,2,3,2,90,4.5,75,82,1,1,1
6.5,1,1,1,74,4.0,56,73,0,0,0
7.4,1,3,1,75,4.5,83,67,1,1,1
7.9,1,3,0,90,4.6,81,79,1,1,1
8.4,1,1,0,73,4.2,55,69,0,1,0
7.7,2,2,1,74,4.1,55,63,0,1,0
8.2,1,3,1,88,4.8,71,82,1,1,0
7.6,0,2,0,81,4.0,60,60,0,0,0
6.8,1,1,0,67,4.1,57,61,0,0,0
8.2,0,3,0,76,4.7,77,66,1,1,0
8.3,2,3,2,88,4.7,70,85,1,1,1
7.1,0,2,0,67,3.2,57,57,0,0,0
6.5,1,2,1,60,3.5,60,65,0,0,0
8.6,1,3,2,90,4.8,90,88,1,1,1
7.6,2,2,0,72,4.3,77,67,0,1,1
7.9,2,1,1,78,4.1,58,76,1,1,0
7.7,1,3,0,82,4.2,90,88,1,1,1
7.4,1,3,2,88,4.8,82,85,1,1,1
6.5,1,3,1,68,4.0,86,71,1,1,0
8.2,1,2,1,90,4.7,76,80,1,1,1
7.6,1,2,2,70,4.8,73,84,0,1,1
7.3,0,2,1,78,4.8,83,72,0,1,0
8.1,2,3,2,90,4.4,70,88,1,1,0
7.5,1,1,1,71,4.3,57,68,0,0,0
7.4,1,3,0,81,4.7,76,84,1,1,1
7.8,0,3,2,90,4.7,81,82,1,1,1
8.2,2,3,2,90,4.8,88,82,1,1,1
8.4,0,3,2,79,4.5,75,64,1,1,0
8.2,2,3,2,90,4.7,85,80,1,1,1
7.6,2,1,2,87,4.8,88,62,1,0,0
8.6,1,1,1,88,4.0,80,66,0,1,1
6.5,2,3,1,84,4.7,85,83,1,1,1
6.7,0,3,2,90,4.8,55,63,0,0,0
7.5,1,1,0,70,4.5,55,67,0,0,0
7.5,1,2,0,60,4.0,56,71,0,1,0
7.5,1,1,1,60,4.1,55,64,0,0,0
8.7,2,3,2,90,4.8,77,86,1,1,1
7.4,1,2,1,71,4.8,63,69,0,1,0
7.8,0,1,1,77,4.1,55,70,1,1,0
8.1,2,3,2,90,4.4,81,87,1,1,1
7.3,1,1,0,81,4.4,55,65,0,0,0
7.8,2,3,0,90,4.8,78,83,1,1,1
8.0,0,0,2,76,4.8,62,64,1,0,1
7.5,1,3,1,90,4.8,74,85,1,1,1
7.8,1,2,0,81,3.9,63,71,0,0,0
6.5,0,3,0,68,4.2,64,62,1,0,1
7.9,0,1,0,66,4.1,72,84,0,0,0
7.7,0,3,1,80,4.3,55,71,0,0,0
8.0,1,3,0,87,4.3,79,67,1,1,0
7.8,1,1,0,85,4.5,70,65,1,1,0
8.5,2,3,2,90,4.8,80,84,1,1,1
8.4,1,3,2,90,4.6,82,88,1,1,1
7.4,2,1,1,81,4.0,76,66,1,0,1
7.0,1,3,0,82,4.6,71,72,0,1,0
7.6,1,2,1,85,4.6,90,79,0,0,0
6.8,1,1,1,75,3.8,60,67,0,1,0
7.5,0,2,1,63,3.5,75,66,0,1,0
8.5,2,3,0,89,4.8,79,80,1,1,1
6.9,1,2,1,70,4.4,55,66,1,1,0
8.2,0,1,0,73,4.8,55,66,1,1,1
6.5,0,3,2,85,4.7,65,81,1,0,1
7.7,1,2,2,76,4.1,66,78,1,1,0
7.7,1,1,1,78,4.2,66,67,1,1,0
6.8,1,1,0,74,3.8,62,67,0,1,0
8.3,1,3,0,78,4.7,76,82,1,1,0
7.6,2,1,1,89,3.9,55,67,0,1,0
7.4,0,3,0,78,4.4,70,81,1,1,1
8.1,2,3,2,90,4.8,76,84,1,1,1
7.7,0,1,1,67,4.2,64,64,1,0,0
6.5,2,3,2,84,4.0,74,83,1,0,0
8.0,2,3,2,90,4.8,75,88,1,1,1
6.9,1,1,1,74,4.3,57,57,0,1,0
8.5,2,2,0,79,4.8,55,64,1,0,0
6.5,1,1,0,84,4.5,55,84,1,1,0
7.7,1,1,0,73,3.9,59,67,0,1,1
7.4,1,2,1,90,4.8,73,67,1,1,1
6.7,1,1,1,68,4.3,55,60,0,0,0
8.3,1,2,2,88,4.4,78,86,1,1,1
7.6,0,1,1,70,4.0,69,69,0,0,0
8.4,1,1,0,72,3.9,60,82,1,0,0
7.1,1,2,1,73,4.3,59,69,0,1,0
7.4,1,1,2,80,4.3,55,66,1,1,0
7.5,1,2,1,90,4.3,59,84,1,1,1
8.3,2,3,0,90,4.8,78,83,1,1,1
8.3,2,3,2,85,4.7,76,87,1,1,1
7.6,1,2,1,74,4.6,74,85,0,1,1
7.5,1,2,0,80,3.6,57,69,0,0,0
8.6,2,2,2,88,4.8,83,77,1,0,1
6.6,1,2,1,81,3.4,81,85,1,1,1
8.6,2,3,2,87,4.4,69,86,1,1,1
7.4,1,1,1,69,3.8,55,64,0,1,1
7.7,1,2,0,81,4.4,55,82,1,1,1
7.5,1,1,0,79,4.5,56,74,0,0,0
7.4,1,2,0,68,4.3,56,67,0,1,0
8.5,1,1,2,83,4.3,89,86,1,1,1
6.5,1,1,1,81,4.6,56,73,0,0,0
7.9,1,1,1,66,4.5,74,69,0,0,0
6.6,0,1,1,72,3.4,83,65,0,0,0
8.3,2,3,2,90,4.8,69,80,1,0,1
8.5,2,3,2,88,4.6,85,84,1,1,1
7.4,1,2,1,79,4.7,59,67,1,1,0
7.9,2,3,2,90,4.6,82,87,1,1,1
8.3,1,3,0,84,4.6,72,83,1,1,0
7.6,1,2,0,79,4.3,79,69,1,1,1
7.6,0,1,2,74,4.6,76,67,1,1,1
8.1,1,3,0,90,4.8,83,83,1,1,0
6.5,1,1,1,71,4.2,58,71,0,0,0
6.8,0,3,2,89,4.8,78,69,1,1,1
7.3,1,1,0,84,4.3,61,74,0,0,0
8.2,2,3,1,90,4.8,82,77,1,1,1
7.6,0,3,2,85,3.8,79,83,1,0,0
7.4,1,3,0,88,4.2,55,74,1,1,0
6.5,0,1,0,77,4.1,55,67,0,0,0
8.2,1,2,3,85,4.5,69,82,1,1,0
8.4,0,3,2,87,4.0,79,80,1,0,1
7.4,1,1,1,73,3.7,55,63,0,0,0
7.3,1,1,0,90,4.6,76,62,1,0,0
8.4,1,2,1,85,4.8,55,66,1,1,1
7.8,0,3,2,90,4.8,64,88,1,1,0
8.5,0,3,1,83,4.0,59,82,1,1,0
8.1,2,3,2,90,4.8,79,83,1,1,1
8.7,2,3,2,87,4.8,55,84,1,1,1
6.9,0,1,0,79,3.6,61,67,0,0,0
8.3,2,3,2,90,4.8,71,84,1,1,1
7.6,1,1,0,76,4.0,75,70,0,1,1
7.3,1,1,1,88,4.1,55,68,0,0,0
7.3,1,1,0,71,4.6,75,67,1,1,0
8.8,1,3,2,83,4.8,72,84,1,1,1
6.7,1,1,0,82,3.9,66,66,0,1,1
8.3,2,3,2,90,4.6,80,83,1,1,1
8.2,1,3,2,85,4.8,55,82,1,1,0
7.6,1,3,1,68,4.6,72,83,1,1,1
7.3,1,1,0,72,3.9,70,59,1,0,0
8.0,2,3,2,83,4.8,75,84,1,1,1
7.6,1,3,0,69,4.3,73,72,0,1,1
8.2,2,1,2,71,4.2,85,85,1,1,0
8.1,2,2,0,71,4.4,78,83,1,1,1
7.1,0,2,2,76,4.2,63,64,0,0,0
8.6,1,2,0,82,3.7,77,65,1,1,1
7.0,1,2,0,67,4.3,69,69,0,1,0
8.7,0,1,2,82,4.5,73,86,1,1,1
8.1,1,2,1,84,4.3,77,83,1,1,0
7.5,1,2,0,87,4.6,83,81,1,1,1
8.3,1,2,1,73,3.9,61,79,0,1,0
6.5,2,3,2,74,4.2,90,67,0,0,0
8.5,2,2,2,84,4.5,81,84,1,1,1
7.5,0,2,1,62,4.5,55,65,0,0,0
8.2,1,3,2,83,4.7,75,68,1,1,1
8.3,1,3,0,90,4.7,86,78,1,1,1
7.2,1,2,0,81,4.3,83,63,1,1,0
7.1,2,3,2,90,4.4,77,87,1,1,1
7.6,1,2,0,70,3.4,55,74,0,1,0
7.7,1,2,1,74,4.1,67,64,0,1,0
8.7,2,3,3,81,4.2,87,84,1,1,1
6.7,0,1,1,69,4.4,76,68,0,0,0
7.9,1,3,0,79,3.7,67,83,0,1,0
8.4,2,1,1,87,4.8,75,78,0,1,0
6.9,0,1,0,67,3.9,67,65,1,0,0
7.7,1,2,0,78,3.6,64,81,0,1,0
8.4,2,3,2,90,4.7,76,84,1,1,1
7.8,0,1,0,78,4.0,64,69,1,0,0
8.1,2,3,0,81,4.8,72,88,1,1,0
8.5,1,1,2,82,3.4,76,85,1,0,0
7.7,2,3,2,78,4.8,82,69,1,0,0
8.4,1,3,1,79,4.1,83,87,0,1,1
8.4,2,3,2,84,4.5,78,78,1,1,1
6.5,1,2,1,70,3.8,61,70,0,0,0
7.5,1,1,0,81,4.6,60,67,1,1,0
7.4,1,1,1,75,4.2,65,65,0,1,0
8.7,1,3,2,90,4.8,70,88,1,1,1
6.7,1,1,1,66,3.4,59,68,0,1,0
8.5,2,3,2,88,4.3,67,88,0,1,0
6.9,1,1,1,74,4.4,86,63,0,0,0
8.1,2,3,2,87,4.4,86,83,1,1,1
8.3,2,2,0,90,4.6,81,81,1,1,1
8.1,1,3,2,90,4.6,79,88,1,1,1
7.6,1,2,0,86,4.0,62,70,1,1,0
7.9,1,2,2,90,4.3,74,88,1,1,1
6.5,1,3,2,75,4.7,78,62,1,0,0
7.8,0,3,0,76,3.7,85,79,1,1,1
6.8,1,2,0,67,4.8,55,73,0,0,0
8.3,0,1,2,84,4.7,65,64,1,1,1
8.7,1,3,2,90,4.7,74,86,1,1,1
7.4,0,2,0,71,4.0,55,73,0,1,1
7.9,0,2,0,69,4.2,61,66,0,0,0
8.1,2,3,2,90,4.8,80,83,1,1,1
7.9,2,3,2,90,4.8,82,84,1,1,1
6.5,1,1,1,82,3.4,55,72,0,0,0
6.7,1,1,1,65,4.0,64,61,0,1,0
8.2,0,1,0,71,4.8,62,68,0,0,0
8.1,2,3,2,87,4.6,85,80,1,1,1
7.0,1,1,1,70,4.8,61,63,0,0,0
7.0,1,1,1,65,3.0,55,62,0,0,0
7.7,1,2,0,78,3.6,55,71,1,1,1
6.5,2,1,0,79,3.6,63,65,0,0,0
8.0,1,2,0,81,4.2,66,72,1,1,0
7.9,2,3,2,80,4.3,78,65,1,1,1
8.3,1,3,2,86,4.8,66,88,1,1,1
6.7,1,1,0,78,3.1,74,58,0,1,0
8.4,1,1,2,81,3.9,64,84,1,1,1
8.2,2,2,1,74,4.5,65,84,0,1,0
7.9,1,1,1,65,4.3,57,80,0,0,0
8.3,1,1,2,81,4.6,59,85,1,0,0
8.6,2,2,2,84,4.0,72,84,1,1,0
7.5,1,1,0,72,4.1,55,63,0,1,0
8.1,1,2,3,86,4.5,88,70,1,1,1
8.2,2,3,1,79,4.8,79,86,1,1,1
8.4,2,1,2,77,4.5,71,72,1,1,0
6.9,1,2,1,73,4.5,60,65,0,0,0
6.8,1,1,0,67,4.3,84,61,1,0,0
7.8,1,2,3,87,4.4,75,84,1,1,0
8.1,1,3,1,89,4.7,78,85,1,1,1
7.7,0,1,1,76,3.9,58,66,0,0,0
7.6,0,1,0,66,3.5,55,67,0,0,0
8.6,1,2,0,74,4.4,55,66,0,0,1
7.5,1,1,0,79,3.7,55,58,0,0,0
8.3,0,1,1,72,3.5,60,71,0,0,0
7.7,1,1,0,70,3.9,55,67,0,1,0
7.6,1,1,0,70,3.5,63,62,0,0,0
7.5,1,3,0,80,4.0,60,62,1,1,0
8.1,2,3,2,90,4.8,86,85,1,1,1
7.8,1,3,2,81,4.2,70,65,1,1,1
8.4,1,3,1,79,4.4,78,82,1,1,1
8.0,2,3,2,90,4.8,87,88,1,1,1
8.1,2,3,2,90,4.8,70,81,1,1,1
7.6,2,3,2,84,4.6,72,85,1,1,1
6.8,0,3,1,82,4.2,74,72,1,1,0
7.3,1,2,2,73,4.7,75,72,1,1,0
6.6,0,1,1,63,3.8,61,68,0,0,0
6.6,1,1,0,72,3.9,60,69,0,1,0
8.4,1,2,0,71,4.5,68,81,1,1,1
8.1,0,3,2,90,4.2,69,88,1,1,1
8.1,2,3,2,90,4.8,84,86,1,1,1
7.5,2,2,0,79,4.5,82,82,1,1,1
7.7,1,3,0,79,4.8,75,69,0,1,0
8.4,0,1,0,90,4.6,84,78,1,1,1
7.5,0,2,0,82,4.8,68,64,1,1,1
7.8,0,1,1,69,4.2,57,71,0,0,0
8.4,2,3,1,89,4.6,74,70,1,1,0
6.6,1,1,1,69,4.6,55,79,0,0,0
8.3,2,3,1,86,4.7,81,84,0,0,0
7.4,1,1,1,67,4.5,55,67,0,0,0
8.2,1,3,2,87,4.7,73,86,1,1,1
6.5,1,1,1,78,4.0,65,65,0,0,0
7.6,1,2,1,82,4.7,64,65,0,1,0
8.3,1,3,3,86,4.8,81,86,1,1,1
6.5,0,1,0,72,3.6,60,59,0,0,0
6.5,1,1,0,76,3.9,57,76,0,1,0
6.5,1,2,0,77,4.6,64,70,0,1,0
8.4,1,3,2,68,3.6,72,61,1,1,1
8.6,1,3,0,81,4.8,79,71,1,1,1
8.3,1,3,2,82,4.6,80,81,1,0,0
8.4,1,2,2,75,4.1,55,73,1,1,0
7.6,0,1,0,65,4.1,55,68,0,0,0
8.3,2,3,2,90,4.8,77,85,1,1,1
7.7,0,1,2,76,4.6,84,63,0,1,0
6.5,0,1,1,71,4.4,55,75,1,1,0
7.6,1,1,0,70,4.0,55,57,0,1,0
7.7,1,1,0,79,3.9,55,72,0,1,0
8.2,1,3,2,71,4.8,73,70,1,1,0
7.6,1,2,1,89,4.5,60,64,0,0,0
7.3,1,3,2,83,4.7,70,84,1,1,1
8.3,2,2,1,81,4.3,73,72,1,1,0
8.4,1,3,2,90,4.7,79,88,1,1,1
7.5,1,1,1,80,3.8,58,67,0,0,0
7.7,1,2,0,78,4.4,80,83,1,1,0
7.6,1,1,0,79,3.9,57,62,0,0,0
7.1,1,2,0,70,4.0,57,72,0,0,0
7.9,1,1,1,86,4.3,55,70,0,1,0
6.6,0,1,1,72,4.1,64,70,0,1,0
8.2,2,2,1,90,4.8,72,62,0,1,1
7.4,1,2,2,85,3.5,57,68,1,1,1
8.4,1,3,2,78,4.8,85,81,1,0,0
6.8,0,3,2,76,3.9,85,73,1,1,0
7.7,1,2,2,90,4.8,62,86,0,0,0
7.9,1,2,1,82,4.5,67,63,1,1,0
8.1,1,3,1,88,4.4,77,87,0,1,1
8.4,2,3,2,90,4.5,85,86,1,1,1
7.3,0,2,1,74,3.7,58,68,0,0,0
8.2,2,3,2,87,4.8,75,72,1,1,1
7.6,1,1,1,68,4.2,56,67,0,0,0
6.7,1,3,1,88,4.3,87,67,1,0,0
7.1,0,2,0,80,3.8,57,70,0,1,0
8.3,1,3,3,90,4.8,80,81,1,1,1
7.4,0,1,1,69,3.5,69,63,0,0,0
8.6,0,3,2,88,4.8,85,83,1,1,1
6.7,1,2,1,60,4.1,55,70,0,0,0
8.0,1,2,0,87,4.4,87,82,1,1,1
6.5,1,1,1,67,4.3,55,67,0,0,0
7.1,0,1,1,71,4.0,56,64,0,1,0
6.7,0,1,0,83,4.4,62,68,0,0,0
6.5,0,1,1,63,3.7,58,66,0,0,0
7.7,1,1,2,85,4.7,80,82,1,1,0
6.5,1,2,0,69,3.4,56,71,0,0,0
6.5,1,2,0,67,4.4,72,68,0,0,0
7.7,0,1,1,65,4.0,57,66,0,0,0
8.0,2,3,2,90,4.7,70,87,1,1,1
6.5,1,1,0,70,4.8,79,62,1,1,1
7.1,1,1,1,72,4.3,55,65,0,1,0
7.4,0,2,0,88,3.6,75,68,0,0,0
8.0,1,1,2,85,4.5,63,69,1,1,1
6.5,1,1,1,75,3.9,58,66,0,0,0
7.5,2,1,2,79,3.9,68,82,1,1,0
8.9,1,2,0,77,4.5,71,86,1,1,0
8.3,2,1,0,86,4.8,74,86,1,0,0
8.4,1,3,2,90,4.8,70,84,1,1,0
6.6,0,2,1,70,3.2,62,58,0,1,0
6.6,1,1,1,75,3.6,61,72,0,0,1
8.1,2,3,1,75,3.7,86,66,1,1,1
6.5,2,3,2,81,3.5,82,68,1,0,1
7.6,0,1,1,85,4.1,56,68,0,1,1
6.5,1,2,0,79,4.6,71,75,1,0,1
6.5,0,3,2,90,4.8,82,86,1,1,1
8.6,2,3,2,90,4.8,79,82,1,1,1
6.5,1,2,0,84,4.3,80,69,0,1,0
8.0,1,1,0,84,3.9,55,66,1,0,0
7.6,0,1,1,84,4.3,55,68,0,0,0
7.4,0,1,1,65,4.7,55,58,0,0,0
8.4,2,3,0,75,4.8,64,81,0,0,1
8.4,1,3,0,77,4.7,79,84,1,1,1
7.5,1,2,1,69,3.8,57,69,0,1,0
6.5,1,1,0,75,4.7,56,69,0,1,1
8.2,2,3,1,70,3.8,73,65,0,0,0
7.4,1,2,1,67,4.2,58,64,0,1,0
8.4,1,3,2,88,4.8,80,85,1,1,1
7.2,1,1,1,69,4.3,58,62,0,0,0
7.5,1,1,0,74,4.2,62,68,0,0,0
6.5,1,2,0,71,4.3,55,70,0,1,0
8.6,2,3,2,90,4.8,84,85,1,1,1
6.5,1,1,2,71,4.1,64,85,1,1,0
7.7,1,1,1,71,4.3,57,71,1,0,0
8.7,1,3,2,90,4.8,76,85,1,1,1
6.5,0,1,0,65,3.5,55,71,0,1,0
8.1,1,3,1,90,4.8,74,80,1,1,1
7.6,1,2,1,68,4.5,80,66,0,1,0
8.7,2,3,1,77,4.3,72,67,1,1,0
7.7,0,1,1,71,4.0,55,62,0,0,0
8.7,1,3,2,88,4.8,83,86,1,1,1
7.1,1,2,0,77,3.7,71,69,1,1,1
6.6,1,2,1,74,3.7,55,66,0,0,0
6.5,0,2,0,78,4.5,55,68,0,1,1
7.6,1,2,0,60,3.9,55,63,0,0,0
7.4,1,1,1,81,3.8,55,84,0,1,0
8.0,1,1,0,83,4.7,60,87,0,1,1
7.6,1,3,1,83,4.8,82,68,0,0,1
8.3,2,3,2,90,4.7,76,88,1,1,1
7.0,0,1,0,82,4.4,55,73,1,0,0
7.9,1,1,2,74,4.8,80,79,1,0,0
6.5,0,3,1,67,3.5,86,72,1,1,1
7.6,1,1,0,74,4.0,60,68,0,1,0
7.4,1,1,1,68,4.7,55,66,0,1,0
7.1,1,2,0,84,4.6,71,61,0,1,1
6.5,1,1,0,68,4.1,55,64,0,1,0
8.5,1,3,1,77,4.7,65,85,1,1,0
8.4,0,3,2,89,4.1,70,84,1,1,1
8.6,2,3,3,87,4.7,70,86,1,1,1
8.0,1,2,1,81,4.4,83,84,1,1,1
8.0,1,1,1,77,3.7,73,69,1,1,0
8.5,2,2,0,86,4.3,80,86,1,1,1
8.2,0,3,0,71,4.7,76,88,1,1,1
7.6,0,1,1,81,4.3,74,67,1,0,0
8.3,2,3,0,79,4.5,59,85,1,0,0
6.8,1,2,2,82,3.9,61,66,1,1,1
7.8,2,3,1,86,4.4,76,80,1,1,0
8.6,1,3,1,87,4.6,77,74,1,1,1
7.8,2,3,0,82,4.3,72,88,1,1,1
8.2,1,3,2,75,4.5,80,63,1,1,0
8.3,0,3,2,84,4.3,81,82,0,0,0
7.6,1,3,0,80,4.3,84,67,1,1,0
7.6,1,1,0,81,4.5,62,67,0,0,0
6.5,1,1,0,78,3.5,58,73,0,1,0
6.5,1,1,1,64,4.0,55,66,0,1,0
7.5,2,2,0,89,4.8,72,79,1,1,1
7.4,2,1,0,77,4.3,66,74,0,0,1
7.8,0,3,0,69,4.2,73,71,1,1,1
7.7,1,2,1,66,3.4,60,80,0,1,0
7.7,2,1,1,90,4.5,56,73,1,1,1
8.2,1,1,0,76,4.7,75,84,1,1,0
7.2,1,1,0,78,4.2,65,74,0,0,0
7.5,0,1,2,89,4.0,66,63,0,1,0
7.5,0,1,0,66,3.5,60,73,0,0,0
7.3,0,1,1,74,4.1,64,72,0,0,0
7.1,1,2,0,85,4.2,73,84,1,1,1
8.0,2,3,3,80,4.8,78,86,1,1,0
7.7,0,1,0,69,3.9,56,62,0,1,0
7.5,2,3,1,86,4.4,71,80,1,1,1
7.7,0,1,0,76,3.4,55,65,0,0,0
7.5,1,1,0,70,4.3,55,71,0,1,0
7.9,1,3,2,81,4.8,74,80,0,1,1
6.6,1,1,1,70,4.6,55,66,0,1,1
6.5,0,1,0,75,4.1,83,67,0,1,0
8.4,2,3,3,87,4.8,72,70,0,1,1
8.4,2,3,2,90,4.8,71,87,1,1,0
7.3,1,1,0,65,4.0,63,70,0,1,0
7.6,1,2,0,66,3.8,55,68,1,0,0
8.2,1,3,2,90,4.6,86,85,1,1,1
8.3,1,3,0,75,3.9,76,81,1,1,1
6.5,2,3,0,82,4.3,56,70,0,1,0
8.3,1,2,2,71,4.5,56,67,1,1,1
7.2,0,2,2,90,4.8,82,75,1,1,1
7.7,0,1,0,67,3.5,55,61,0,0,0
7.8,0,2,1,66,3.6,85,66,0,1,0
8.4,2,3,2,90,4.8,70,85,0,1,1
8.1,1,2,0,88,4.6,82,86,1,1,1
8.0,0,3,0,88,4.6,84,70,1,1,1
8.3,1,1,1,64,4.1,55,71,0,0,0
6.7,1,2,1,78,4.4,60,88,0,0,0
6.6,1,2,0,71,3.8,56,86,1,1,0
7.6,0,1,1,65,4.1,55,62,0,0,0
7.5,1,1,0,70,3.9,56,75,0,0,0
6.5,1,1,0,82,3.9,55,60,0,1,0
8.3,1,2,2,82,4.6,83,87,1,1,1
6.5,0,2,1,69,4.7,72,72,1,1,0
7.9,2,3,2,87,4.5,74,67,0,1,0
6.6,1,3,0,81,4.4,76,65,0,1,0
8.1,2,3,2,90,4.7,78,82,1,1,1
7.3,1,1,1,83,3.9,67,70,1,0,0
6.6,0,1,1,67,4.5,65,71,0,0,0
7.6,1,1,0,81,3.8,59,60,0,1,0
6.5,1,1,1,62,3.4,69,70,0,1,0
7.5,0,1,0,71,4.1,60,72,0,0,0
7.4,1,1,1,63,4.2,55,68,0,1,0
6.5,1,2,0,66,4.0,57,71,0,0,0
7.6,1,2,0,73,4.0,75,64,1,1,0
6.8,1,1,1,78,4.1,73,72,0,0,0
8.8,2,3,2,90,4.8,80,80,1,1,1
6.7,1,2,0,77,4.4,58,65,0,1,0
7.3,1,1,2,66,4.6,55,70,0,1,1
7.6,1,2,1,81,4.0,55,61,0,1,0
7.7,1,2,1,69,4.1,78,63,0,1,0
8.0,2,2,2,83,4.5,72,88,1,1,0
7.9,0,1,2,86,4.3,61,63,0,1,1
8.4,1,3,0,73,4.6,86,83,1,1,0
7.5,1,1,0,69,4.3,62,62,0,0,0
6.6,1,2,0,88,4.0,78,67,0,0,0
8.3,2,3,2,90,4.8,80,88,1,1,1
7.4,2,3,2,71,4.8,85,75,1,1,1
6.8,1,2,0,79,3.4,76,63,0,1,0
8.4,1,3,2,90,4.8,80,78,1,1,1
8.3,1,1,2,88,4.1,70,80,1,0,1
7.9,2,1,2,89,4.8,78,77,1,0,0
7.5,1,1,0,66,3.8,58,63,0,0,0
8.2,2,1,1,69,4.5,83,79,1,0,0
6.9,1,2,0,85,4.8,73,87,1,1,1
6.7,0,1,0,71,4.3,67,60,0,0,0
7.6,0,3,2,85,3.7,80,83,1,1,0
7.9,1,2,2,76,4.5,55,58,1,1,0
7.8,1,1,2,82,4.3,59,65,1,1,1
8.1,2,3,2,78,4.5,57,68,0,1,1
8.6,2,3,0,89,4.8,83,85,1,1,1
7.7,1,2,1,76,4.7,73,88,1,1,0
8.2,2,3,2,90,4.8,87,88,1,1,1
8.0,1,2,2,89,4.5,81,81,1,1,1
7.4,1,2,0,78,4.6,78,65,0,0,0
7.6,1,2,0,60,4.1,57,65,0,1,0
7.8,0,2,0,70,4.3,55,68,0,0,0
7.6,1,2,1,78,4.3,60,71,0,1,0
8.1,2,2,1,88,4.8,88,67,1,1,0
8.1,0,1,0,85,4.5,79,82,1,1,1
8.6,1,1,2,75,4.5,68,82,1,1,0
7.8,1,2,2,76,4.0,73,58,0,1,0
8.3,0,3,2,75,3.8,83,85,1,1,1
7.3,1,1,1,76,4.1,80,68,0,1,0
7.1,0,1,0,68,3.6,73,72,0,1,1
8.2,2,3,2,90,4.6,72,85,1,0,0
7.5,1,1,0,81,4.5,58,76,0,1,1
8.4,1,1,1,70,4.8,67,84,1,0,0
6.8,1,2,1,81,4.0,56,82,1,1,0
8.7,2,3,2,90,4.8,76,85,1,1,1
8.0,2,2,2,83,3.3,65,69,1,1,0
8.6,1,3,1,83,4.7,81,87,1,1,1
8.1,2,3,3,76,4.5,69,67,1,1,0
6.5,1,1,0,70,4.2,55,59,0,0,0
8.4,0,3,0,84,4.8,77,84,1,1,1
8.3,0,3,2,78,4.3,77,87,1,0,0
7.8,2,2,2,81,4.8,74,88,1,1,1
7.5,1,2,1,79,4.6,65,71,0,1,0
8.3,2,3,2,90,4.8,81,87,1,1,1
7.4,1,1,0,64,4.7,55,72,1,1,0
8.1,1,1,1,72,4.6,61,63,1,0,0
7.9,2,3,2,85,4.7,85,84,1,1,1
7.8,1,3,2,87,4.3,73,72,1,1,1
7.0,1,1,2,81,4.8,72,82,1,0,0
8.3,1,1,0,80,4.4,71,62,0,0,0
6.9,1,1,0,70,4.6,65,82,1,1,1
8.2,1,2,0,83,4.8,65,71,1,0,1
7.9,1,1,0,81,4.6,61,68,1,0,1
7.8,2,3,1,73,4.3,82,82,1,1,1
7.7,1,2,1,85,4.6,76,83,1,1,1
8.5,2,2,2,80,4.8,75,88,1,1,1
7.7,1,2,0,71,4.5,71,68,1,1,0
8.3,2,3,2,87,4.8,82,84,1,1,1
8.4,1,3,2,89,4.2,76,83,1,1,1
7.5,1,1,1,71,4.0,55,60,0,1,0
7.4,1,2,3,71,4.8,85,71,1,1,0
8.2,2,1,0,74,4.5,77,67,1,1,0
7.9,1,2,2,88,4.8,70,84,1,1,1
8.3,2,3,2,90,4.8,72,84,1,1,0
6.5,0,1,0,75,4.5,58,84,0,0,0
7.6,1,2,0,76,3.8,55,73,1,1,1
8.1,2,3,3,90,4.7,64,83,1,1,1
7.7,2,3,0,87,4.4,78,82,1,1,0
8.3,1,1,1,71,4.8,78,83,1,1,0
7.7,1,1,1,71,4.2,55,72,0,1,0
8.5,1,3,2,88,4.2,87,88,1,1,1
8.0,2,3,2,90,4.8,78,87,1,1,1
7.5,1,1,1,64,3.3,68,58,0,0,0
8.7,0,1,2,90,4.5,76,87,1,1,1
8.3,1,2,1,71,3.9,55,66,0,0,0
8.0,2,3,2,90,4.3,72,84,1,1,1
7.7,0,2,0,73,4.2,82,87,1,1,1
7.8,1,1,1,72,4.3,62,70,0,1,0
8.5,2,3,2,89,4.8,74,83,1,1,1
7.5,1,1,0,77,3.9,55,69,0,1,0
8.2,1,2,3,82,4.6,74,83,1,1,0
8.7,2,3,2,90,4.8,79,85,1,1,1
7.5,1,1,2,75,3.5,69,67,0,1,0
7.6,0,2,2,67,4.0,76,67,0,1,0
6.5,1,1,0,80,3.8,61,65,0,0,1
